col1_h,col1_s,col1_v,col2_h,col2_s,col2_v,col3_h,col3_s,col3_v,col4_h,col4_s,col4_v
0.7446786928104575,0.4942504575163399,0.4607079738562091,0.28204798972795125,0.46946205494476095,0.5293101142230426,0.5214674256799494,0.5896774193548387,0.6358001265022137,0.4278163992869875,0.4435115864527629,0.5894206773618539
0.21124979197869864,0.4769864810627197,0.5022309672745784,0.6556228866048411,0.48949524032720654,0.5479594228129498,0.4039338619460323,0.4667404265781548,0.5849120003278219,0.5657082563967291,0.49062692341510594,0.5898179899762596
0.6521523968159132,0.5064061943644801,0.5807627082842987,0.19087202596496877,0.5177945870550683,0.5218717309085057,0.4401540069864096,0.5609933960580331,0.5859251893215023,0.5643517433533838,0.5019816160195818,0.5390464286644272
0.2717805249589876,0.5117080696820561,0.5435678853214593,0.7144224121242291,0.49617522608479214,0.5559722337454022,0.6145081901073187,0.4968086823206649,0.5265512789477932,0.3832726855964012,0.5038518476070409,0.5471629275187913
0.4904011512862026,0.45988487137974454,0.558963842417701,0.7585987261146497,0.49436243287123766,0.6013488197826902,0.5639446835644827,0.5173999681173282,0.5973577235772357,0.6966779159012915,0.4782063878565224,0.5711336095803609
0.2528463516554163,0.5167309546769527,0.5055978784956605,0.7708991047399352,0.47051793266326136,0.5682583621683968,0.6801625482906918,0.4908849041475326,0.6742619724469714,0.4177123561127591,0.5689520717897054,0.5514262793604597
0.41737909914508103,0.5444401911162151,0.488555711510924,0.7373829839332467,0.4880073835490008,0.6849560189109265,0.7593673670431696,0.4712845633780009,0.5899518238128011,0.5297635620015755,0.49065578900795326,0.48880615537354183
0.7969663637812848,0.4988235294117647,0.5129571178064722,0.4283108906213087,0.5153413654618474,0.4871911174108197,0.69198544088294,0.5152048843489492,0.5511893859340143,0.5562900542692738,0.5430199896370231,0.5267664784968229
0.6168865897441078,0.4974626332841622,0.5288338351486248,0.19974303111558014,0.5090162560750796,0.5135727985401187,0.5069856688852911,0.525975894945134,0.5725250344786232,0.31941523791481163,0.5155883931672508,0.5303053266395125
0.8109348956656723,0.49731384710031407,0.526742064939803,0.4546266556544615,0.5586002263619956,0.5319690434676211,0.5887713358724785,0.4814219212865002,0.464071096064325,0.756930001552072,0.4962957214548089,0.5431786434890579
0.805566764964561,0.49385551934054184,0.589558004380292,0.47891360720622356,0.5181383922478505,0.5279013693644511,0.7979614568228148,0.4896517663871551,0.49603639955446277,0.5906010434913639,0.49640428697896066,0.447122864515643
0.76670322572783,0.49337671675258044,0.4919874724283747,0.3573683914826676,0.42742288892634417,0.5306253160289904,0.36612232952882645,0.5493532338308458,0.5578050921861282,0.7088349558937794,0.5010260980849216,0.47686137392019745
0.20942959001782532,0.5270309714795008,0.4432664884135472,0.7071828585342098,0.5010011601426546,0.5940818401867686,0.47817084875908406,0.6264088852324147,0.6421500068558893,0.32103323101935555,0.5350754740781231,0.4105131116063295
0.8278776143134893,0.48797317401468815,0.5617572279815178,0.4579147836523741,0.49300314754258984,0.4862843076018665,0.6166799751574839,0.4178085351787774,0.6153384792831159,0.6220601307189543,0.5152888888888888,0.4245176470588235
0.6886001096831111,0.5033199011262389,0.5202635573889062,0.3694896945497333,0.5127494381914104,0.5165109034267913,0.48016391741881936,0.5231663035584605,0.5786803610333022,0.5287781101141021,0.5032413869502603,0.49733466267863075
0.37870283471082716,0.5117919530138355,0.48362447397898944,0.6273637698222359,0.47991685925667527,0.5439933719966861,0.26486259221037345,0.5189440558549606,0.4969002025761572,0.42023573474333553,0.5583168098700154,0.5697400308437982
0.7132867629310956,0.5077664664707303,0.5184265451292754,0.3693749205945877,0.5110066488798544,0.437593698386482,0.5612798187867204,0.5580236426700644,0.5908119204360445,0.49808006535947713,0.5044840372046254,0.4224327551533434
0.8112847283046631,0.49715867287951515,0.5367819313550316,0.3518108896451142,0.5135512882839086,0.5556352292983309,0.6895094738231993,0.5004467331264717,0.6452322792192073,0.46194252210688197,0.5502066512879662,0.5969194540561322
0.7596385480098503,0.4776050199375599,0.5693260383501798,0.260330399876486,0.4960444650301065,0.5058113324069785,0.6835310389716053,0.45201855015865267,0.6406313562769506,0.41480281724704904,0.4623352720312155,0.5342290608358488
0.7850495945055114,0.49729108218737067,0.5129037697956431,0.3700350326797386,0.4830347712418301,0.5192951633986927,0.6629935720844812,0.5061704387907596,0.6033201894164462,0.4964471758852795,0.4748814749780509,0.5164822944103015
0.7127037972653274,0.507402862985685,0.48518384859056096,0.3850012438654816,0.5114277314155189,0.46266368138951086,0.7115404331667308,0.4550173010380623,0.6296509889358793,0.4810074502390748,0.49617480262426333,0.5178286815671449
0.5531835114003848,0.5092373818003193,0.5405902820418356,0.2261236529047505,0.547791785495349,0.5090416411240527,0.6440693764772462,0.5071207430340557,0.5797596457938015,0.34243126776428673,0.5664662658650635,0.533160438524107
