col1_h,col1_s,col1_v,col2_h,col2_s,col2_v,col3_h,col3_s,col3_v,col4_h,col4_s,col4_v
0.7049521431543904,0.45187388313627574,0.7443869183128932,0.1885117042411678,0.5634404422561976,0.597140882784832,0.9551485849632505,0.4986447879276244,0.49837130368959537,0.27754507949752005,0.5831418903258703,0.6470235943076995
0.15779812642417082,0.5565772076405886,0.5396446957549161,0.8946603776437329,0.49466944834988735,0.4751462651367409,0.5335011009751494,0.6018664150152039,0.2542938030827304,0.8388832662733579,0.4912295425933697,0.46993820608394427
0.8079678266290843,0.46714961846807684,0.4065839501944979,0.3165822620438904,0.5992901354802406,0.3985802709604813,0.9044547535102369,0.4979353003030865,0.4794680522051092,0.7013269954446425,0.48549359137594433,0.3502532326061738
0.6025733692169678,0.4911054722542612,0.3511459694989107,0.38046106621562364,0.4158616801353129,0.5537806176783812,0.8770588235294118,0.4878839869281046,0.4824591503267974,0.4633255744896884,0.578330794946215,0.28216902784562775
0.5679181107960284,0.4447126687510604,0.42990701018767624,0.21373755656108598,0.5025238813474108,0.5121106083459024,0.8657175491555846,0.4894155720540644,0.5009491175110821,0.4069872286594802,0.4877144818119424,0.5031773587952683
0.1893989395811502,0.6980027214289066,0.22215201422233344,0.8973870701273858,0.4855528020520847,0.5505064997174036,0.07897523973092888,0.5194790324889079,0.4832517532560469,0.5917972429146331,0.38885178525558695,0.6937409024745269
0.47648921169553304,0.4205922260355974,0.4441677530351806,0.06639046481536777,0.5436274509803921,0.5153105404598387,0.576535448785112,0.45761113605747644,0.6001696352841391,0.18051146384479716,0.5566085693536674,0.3774302313518
0.39606565753337164,0.6092920555844488,0.2784806430715609,0.7637773124352222,0.4791336167692536,0.5906593057935148,0.21613645458183275,0.5070128051220488,0.47756352541016406,0.7269764526815292,0.46828901423583136,0.4143468528964097
0.06052801376492096,0.4980956733698964,0.5262913574936373,0.8893842449260406,0.4895722967549593,0.5201398922141955,0.246389287422286,0.7442000106275573,0.16304266964238268,0.4532327802916038,0.48675213675213674,0.5342533936651583
0.3245523283585567,0.7698833781878764,0.11849871261635968,0.8894169588365147,0.5298584599402675,0.49019607843137253,0.009365079365079364,0.5056956115779646,0.501328197945845,0.5517643771674638,0.588202422628733,0.6130532682477853
0.6916189052246864,0.4125914307911054,0.39546473959631195,0.17037733698130414,0.47280551755585953,0.4937129502963976,0.6708277204011376,0.4129621314174525,0.45615925759616827,0.479275879882308,0.4485636637243672,0.43108056510118364
0.9571272433165017,0.49778564714626095,0.49801298445799724,0.6811764705882353,0.484593837535014,0.47943977591036413,0.846838285416416,0.40518465054733555,0.4427322667308232,0.9470341645786103,0.4957944557133198,0.4976939903750547
0.8083908885794768,0.45973798002913374,0.47669713303648154,0.4229807263814617,0.49944295900178254,0.366232174688057,0.7269286754002912,0.4608784998715644,0.483962668036647,0.613033448673587,0.45804219220895187,0.3991368084235592
0.9236260408431234,0.48204779671831005,0.49676315704305773,0.3857943659973036,0.4866766006764588,0.4601906383783912,0.9971920289855072,0.4995337809036658,0.5016863810741689,0.6478581241413763,0.486174597227426,0.3298114150118646
0.09281899830083341,0.5010613048520646,0.5095139844108207,0.7333333333333333,0.48796347419834357,0.542061301054718,0.5124789434674213,0.5320800485142511,0.6688902365069739,0.26039497138568346,0.4672670982268506,0.6043249835819495
0.23149975341394147,0.50053160553033,0.48075710422937606,0.798607843137255,0.47671568627450983,0.44285294117647056,0.36818855449156407,0.6005129958960328,0.29293633150934795,0.7712168837000449,0.4799580901062715,0.4353689567430026
